establishment_name,address,district,inspection_date,establishment_grade
MOBIL,2620 W CAPITOL DR,1,6/25/2020,A
MOBIL (25902),5979 S HOWELL AV,13,2/6/2020,A
MOBIL (26108),9425 W BROWN DEER RD,9,3/25/2019,A
MOBIL GAS STATION,4950 W LISBON AV,15,1/9/2020,A
MOM'S CHICKEN,7222 N TEUTONIA AV,1,5/4/2018,A
MOMO MEE,110 E GREENFIELD AV,,10/10/2019,A
MONA GROCERY STORE,2082 S MUSKEGO AV,8,10/17/2018,Temporarily Closed
MONREAL'S ENCORE,101 S DANA CT,10,6/25/2020,A
MONTERREY MARKET,3014 S 13TH ST,14,7/29/2020,T
MONTERREY MARKET,3014 S 13TH ST,14,7/29/2020,A
MONTERREY MARKET,3014 S 13TH ST,14,7/29/2020,P
MOONSHINE,3300 S 27TH ST,13,1/3/2019,Temporarily Closed
MOOSA'S,2272 N LINCOLN MEMORIAL DR,,7/29/2020,A
MOR BAKERY CAFE,2018 S 1ST ST,14,4/4/2019,A
MOREL RESTAURANT,430 S 2ND ST,12,12/20/2019,A
MORTIMERS PUB,7023 W ADLER ST,10,1/29/2020,A
MOTHERS FOOD AND LIQUOR,2438 W HOPKINS ST,6,1/2/2020,B
MOVIDA,524 S 2ND ST,12,12/11/2019,A
MP ON WHEELS CATERING SERVICE,400 N WATER ST,4,8/5/2020,A
MR D'S PIZZA RESTAURANT,2344 S 27TH ST,,11/14/2019,A
MR F FOODS,3246 N 15TH ST,6,9/10/2019,A
MR F FOODS,3246 N 15TH ST,6,9/10/2019,P
MR PERKINS FAMILY RESTAURANT,2001 W ATKINSON AV,1,8/23/2019,A
MR SENOR'S,2335 N MURRAY AV,3,11/18/2019,A
MR TACO WINGS & POTATO,831 S CESAR E CHAVEZ DR,,8/12/2020,A
MR TACOS #0251,1704 S PEARL ST,,6/23/2020,MA
MR. J'S LOUNGE,4610 W FOND DU LAC AV,7,10/30/2019,A
MRZK MARKET,1125 W LINCOLN AV,12,7/8/2019,A
MT. ZION WING OF GLORY C.O.G.I.C.,2630 N 6TH ST,6,1/17/2020,A
MULTANI FOOD MARKET,1951 W HAMPTON AVE,,3/3/2020,A
MUNCHIE'S FROZEN CUSTARD,8333 W APPLETON AV,5,12/18/2019,A
MURRAY PANTRY,2430 N MURRAY AV,3,7/30/2019,P
MURRAY PANTRY,2430 N MURRAY AV,3,7/30/2019,A
MY FAMILY ROOTS CATERING & EVENT PLANNING,6095 S JASPER AVE,13,11/26/2019,A
MY MEAL WOK E FUSION,8103 W TOWER AV,9,5/21/2018,A
MY MEAL WOK E FUSION #0134,8103 W TOWER AV,9,6/5/2019,MA
MY OFFICE,759 N MILWAUKEE ST,4,2/5/2020,A
MY YO MY!,130 N WATER ST,4,2/3/2020,A
MYANMAR ASIAN MARKET,3875 S 27TH ST,13,9/11/2019,A
MYKONOS GYRO & CAFE,1014 N VAN BUREN ST,4,3/6/2018,A
MYKONOS RESTAURANT,8501 W CAPITOL DR,5,7/1/2019,A
MYRA'S JUGOS Y FRUTAS,1406 W MITCHELL ST,12,8/20/2019,A
N. PORT FOOD & LIQUOR,3876 N PORT WASHINGTON AV,6,2/17/2020,A
NACHO KING,2654 W FOND DU LAC AV,15,8/1/2019,A
NATIONAL BAKERY & DELI,3200 S 16TH ST,13,8/12/2020,A
NATIONAL FOOD,3101 W NATIONAL AV,8,7/3/2019,A
NATIONAL FOOD MART,530 W NATIONAL AV,12,1/9/2019,A
NATIONAL GROCERY,3501 W NATIONAL AV,8,3/10/2020,A
NATURAL FOOD SHOP,3048 S 13TH ST,14,10/29/2019,A
NAVY'S CAFE,1337 W ATKINSON AV,6,1/2/2020,A
NED'S PIZZA SOUTH,3246 S 27TH ST,13,9/17/2019,A
NEHRING'S SENDIK'S ON DOWNER,2643 N DOWNER AV,3,12/19/2019,A
NEIGHBORS FOOD MART,2801 N 20TH ST,15,1/9/2020,Temporarily Closed
NESSUN DORMA,2778 N WEIL ST,3,7/24/2019,A
NEVERIA LA FLOR DE MAYO #3 LLC,1117 W LINCOLN AV,12,2/22/2018,A
NEVERIA LA FLOR DE MAYO #3 LLC,1117 W LINCOLN AV,12,2/6/2020,A
NEW CHINA BUFFET,3734 S 27TH ST,13,2/28/2020,P
NEW CHINA RESTAURANT,6311 W CAPITOL DR,2,11/19/2019,A
NEW ENTERTAINERS,5321 W GREEN TREE RD,9,6/25/2018,A
NEW ENTERTAINERS,5321 W GREEN TREE RD,9,6/25/2018,Temporarily Closed
NEW ENTERTAINERS,5321 W GREEN TREE RD,,8/14/2019,A
NEW HOPE MISSIONARY BAPTIST CHURCH,2433 W ROOSEVELT DR,1,3/22/2018,A
NEW PALETERIA LEON (ID 555),1414 W FOREST HOME AV,12,7/11/2019,MA
NEW PALETERIA LEON (ID 556),1414 W FOREST HOME AV,12,5/21/2018,MA
NEW PALETERIA LEON (ID 557),1414 W FOREST HOME AV,12,5/21/2018,MA
NEW PALETERIA LEON (ID 792),1414 W FOREST HOME AV,12,6/3/2019,MA
NEW PALETERIA LEON (ID558),1414 W FOREST HOME AV,12,5/21/2018,MA
NEW RAINBOW FOODS,1433 W NORTH AV,15,8/26/2019,P
NEW RAINBOW FOODS,1433 W NORTH AV,15,8/26/2019,B
NEW YORK PIZZA DELIVERY (NYPD),231 E NORTH AV,6,4/16/2020,Temporarily Closed
NH OIL MART,5030 W HOWARD AV,,2/3/2020,A
NICKY K'S,5444 S 27TH ST,13,3/11/2020,A
"NINO'S SOUTHER SIDES, LLC",3070 N MARTIN L KING JR DR,6,1/9/2020,A
NITE OWL ICE CREAM PARLOUR,830 W LAYTON AV,13,5/23/2019,A
NO STUDIOS-1ST FLOOR,1037 W MC KINLEY AV,4,6/24/2020,A
NO STUDIOS-ROOFTOP,1037 W MC KINLEY AV,4,6/24/2020,A
NO. 1 CHINESE RESTAURANT,2678 S KINNICKINNIC AV,14,7/1/2020,A
NO. 1 CHINESE RESTAURANT,7512 W APPLETON AV,2,8/26/2020,A
NO. 1 CHINESE RESTAURANT,3260 S 27TH ST,11,5/9/2018,A
NO. 1 CHINESE RESTAURANT (3260),3260 S 27TH ST,13,5/29/2019,A
NOIL FAST FOOD,4025 W BURLEIGH ST,,2/24/2020,A
NOIL FOOD,4025 W BURLEIGH ST,7,3/18/2019,A
NOMAD WORLD PUB,1401 E BRADY ST,3,7/5/2019,A
NOMAD WORLD PUB,1401 E BRADY ST,3,7/5/2019,A
NOMIES,7605 W LISBON AV,5,6/26/2020,A
NOMIES ON LISBON,7605 W LISBON AV,5,12/6/2018,A
NONNA BARTOLOTTA'S-CONCOURSE D,5300 S HOWELL AV,13,10/14/2019,A
NOODLES & COMPANY,544 E OGDEN AV,4,1/16/2020,A
NOODLES & COMPANY,2729 W OKLAHOMA AV,11,11/7/2019,A
NOODLES & COMPANY (16078),3121 N OAKLAND AV,3,2/27/2020,A
NOODLES & COMPANY (16078),3121 N OAKLAND AV,3,2/27/2020,P
NOOR MEAT & GROCERY,4613 S 13TH ST,13,10/3/2018,A
NORTH POINT,2272 N LINCOLN MEMORIAL DR,4,8/28/2018,A
NORTH SIDE MEAT MARKET,3004 N 12TH ST,6,6/19/2019,P
NORTHPOINT - CONCESSIONS MALL,5300 S HOWELL AV,13,9/11/2019,A
NORTHSTAR COFFEE,4155 N PORT WASHINGTON AV,6,5/16/2019,A
NORTHWESTERN MUTUAL -COMMISSARY,745 N PROSPECT AV,4,11/20/2019,A
NORTHWESTERN MUTUAL- 2ND FLOOR,745 N PROSPECT AV,4,11/19/2019,A
NORTHWESTERN MUTUAL- 32ND FLOOR,745 N PROSPECT AV,4,12/19/2019,A
NORTHWESTERN MUTUAL- 3RD FLOOR,745 N PROSPECT AV,4,11/20/2019,A
NORTHWESTERN MUTUAL- CATERING AREA 1ST FLOOR,745 N PROSPECT AV,4,12/18/2019,A
NOTRE DAME MIDDLE SCHOOL (P),1420 W SCOTT ST,12,9/25/2019,A
NOTRE DAME PRIMARY (P),1418 S LAYTON BL,8,10/22/2019,A
NWHC- INSPECTOR VOIDED PLACARD,7630 W MILL RD,9,9/17/2019,B
NWHC- LOST PLACARD,7630 W MILL RD,9,2/18/2019,Temporarily Closed
NWHC- LOST PLACARD,7630 W MILL RD,9,2/18/2019,MT
NWHC- LOST PLACARD,7630 W MILL RD,9,2/18/2019,C
NYPD,231 E NORTH AV,6,8/12/2020,A
O SO GOOD!,6309 N 76TH ST,2,11/4/2019,Temporarily Closed
O SO GOOD!,6309 N 76TH ST,2,11/4/2019,A
O SO GOOD!,6309 N 76TH ST,2,10/9/2018,B
O'BRIENS PUB,4928 W VLIET ST,10,6/25/2020,A
O'FEELYS LUNCHES & CATERING,8103 W TOWER AV,9,6/12/2019,A
O'LYDIA'S BAR & GRILL,338 S 1ST ST,12,7/31/2019,A
O'LYDIA'S BAR & GRILL,338 S 1ST ST,12,7/31/2019,Pending
O.G. MINI MART,2121 S 16TH ST,12,6/8/2020,T
OAK & SHIELD GAMING PUB,600 E OGDEN AV,3,1/15/2020,A
OAK BARREL,1033 N OLD WORLD THIRD ST #100,4,9/6/2019,A
OAKLAND CAFE,2979 N OAKLAND AV,3,12/3/2019,A
OAKLAND GYROS,530 W LAYTON AV,13,6/24/2019,A
OAKLAND GYROS & FAMILY RESTAURANT,2867 N OAKLAND AV,3,3/2/2020,P
OASIS RESTAURANT-JEWISH HOME AND CARE CENTER,1414 N PROSPECT AV,4,7/23/2019,A
ODD DUCK,2352 S KINNICKINNIC AV,14,11/25/2019,A
OKLAHOMA OIL MART,5912 W OKLAHOMA AV,11,1/10/2020,A
OLD GERMAN BEER HALL # 0628,1009 N OLD WORLD THIRD ST,4,10/10/2019,P
OLD GERMAN BEER HALL (ID# 0628),1009 N OLD WORLD THIRD ST,4,10/10/2019,A
OLD TOWN SERBIAN GOURMET RESTAURANT,522 W LINCOLN AV,14,10/23/2019,A
OLD TOWN SERIBAN GOURMET RESTAURANT,522 W LINCOLN AV,14,1/31/2018,A
OLLIE'S,100 W MAPLE ST,12,4/17/2019,A
OMAR CELL & TOBACCO,1215 W VLIET ST,,6/19/2020,A
OMEGA FAMILY RESTAURANT,3473 S 27TH ST,11,9/12/2019,P
OMEGA FAMILY RESTAURANT,3473 S 27TH ST,11,9/12/2019,B
ON THE BAYOU,2053 N MARTIN L KING JR DR,6,11/15/2019,A
ON THE BUS #T-22,400 N WATER ST,4,2/19/2020,A
ON THE CLOCK,4301 S HOWELL AV,13,6/25/2020,A
ON TRAY CATERING,161 E WISCONSIN AV,4,2/12/2020,A
ONE STOP MART,2709 N 28TH ST,15,12/5/2019,A
ONE STOP ONLY,3443 W WELLS ST,4,6/17/2020,A
ONE STOP PANTRY,9622 W FOND DU LAC AV,2,6/12/2018,A
ONE STOP PANTRY,6131 W BLUE MOUND RD,10,1/14/2020,A
ONE STOP PANTRY (19116),3927 W VILLARD AV,1,4/16/2019,A
ONESTO,221 N BROADWAY,4,9/24/2019,A
OOZ FOOD TRUCK,10001 W BLUE MOUND RD,10,6/25/2018,A
OPEN PANTRY #614,3110 S 76TH ST,11,2/13/2020,A
ORENDA,3514 W NATIONAL AV,,9/13/2019,A
ORGULLO LATINO,2491 S 9TH PL,14,3/8/2018,A
ORIENTAL THEATRE,2230 N FARWELL AV,3,3/6/2019,A
ORIGINAL,3101 W GLENDALE AV,1,3/11/2019,A
OSCAR'S PUB & GRILL,1712 W PIERCE ST,12,6/15/2020,A
OSCAR'S PUB & GRILL #0531,1712 W PIERCE ST,12,6/11/2019,MT
OSCAR'S PUB & GRILL #0531,1712 W PIERCE ST,12,6/11/2019,MA
OSCAR'S WINNER'S CIRCLE,3800 W BURNHAM ST,8,11/21/2019,A
OTTO'S BEVERAGE CENTER,3476 N OAKLAND AV,3,5/6/2019,A
OUR LADY OF GUADALUPE CHURCH,613 S 4TH ST,12,10/4/2019,A
OUR LADY OF LOURDES CONGREGATION,3722 S 58TH ST,11,3/18/2019,A
OUR LADY OF QUEEN PEACE CONGREGATION,3222 S 29TH ST,11,3/11/2020,A
OUTPOST,100 E CAPITOL DR,6,9/3/2019,A
OUTPOST NATURAL FOOD COOPERATIVE,2826 S KINNICKINNIC AV,14,11/12/2019,A
OUTPOST NATURAL FOODS,945 N 12TH ST,4,2/27/2018,A
OUZO CAFE,776 N MILWAUKEE ST,4,2/16/2018,A
OUZO CAFE,776 N MILWAUKEE ST,4,1/21/2020,A
OUZO CAFE #0212,776 N MILWAUKEE ST,4,9/14/2019,MA
OUZO CAFE (#0817),776 N MILWAUKEE ST,4,9/15/2019,MA
OUZO CAFE ID #0914,776 N MILWAUKEE ST,,6/6/2019,MA
OUZO CAFE ID #0915,776 N MILWAUKEE ST,4,6/8/2019,MA
P S GAS,3114 N SHERMAN BL,7,7/21/2020,A
P&J LIQUOR LLC,7900 W SILVER SPRING DR,2,2/13/2018,A
PACIFIC ORIENT,5032 W BURLEIGH ST,7,11/13/2019,A
PACIFIC PRODUCE,8340 W APPLETON AV,5,3/15/2019,Temporarily Closed
PACIFIC WRAPS (UNION BLDG. FOOD COURT) - RESTAURANT OPERATIONS- UNIVERSITY OF WISCONSIN MILWAUKEE,2200 E KENWOOD BL,3,2/5/2020,A
PALATERIA MONTELBAN #0225,1711 W MITCHELL ST,,1/14/2020,MT
PALETERIA MONTEALBAN #0153,1711 W MITCHELL ST,12,7/29/2019,MA
PALETERIA MONTEALBAN #0154,1711 W MITCHELL ST,12,9/16/2019,MA
PALETERIA MONTEALBAN #0155,1711 W MITCHELL ST,12,9/16/2019,MA
PALETERIA MONTEALBAN ID #0513,1711 W MITCHELL ST,12,7/6/2018,MA
PALETERIA MONTEALBAN ID #0514,1711 W MITCHELL ST,12,9/16/2019,MA
PALETERIA MONTEALBAN ID #0515,1711 W MITCHELL ST,12,7/6/2018,MA
PALETERIA MONTEALBAN ID #0516,1711 W MITCHELL ST,12,7/6/2018,MA
PALETERIA MONTEALBAN ID #0517,1711 W MITCHELL ST,12,7/6/2018,MA
PALETERIA MONTEALBAN ID #0518,1711 W MITCHELL ST,12,9/16/2019,MA
PALETERIA MONTEALBAN ID #0520,1711 W MITCHELL ST,12,7/30/2019,MA
PALETERIA MONTEALBAN ID #0521,1711 W MITCHELL ST,12,9/16/2019,MA
PALETERIA YAYO,1727 W LINCOLN AV,12,8/28/2019,A
PALETERIA YAYO ID #0221,1727 W LINCOLN AV,,9/15/2019,MA
PALETERIA YAYO ID #0822,1727 W LINCOLN AV,12,8/28/2019,MA
PALETERIA YAYO ID #0823,1727 W LINCOLN AV,12,8/28/2019,MA
PALETERIA YAYO ID #0825,1727 W LINCOLN AV,12,8/14/2019,MA
PALETERIA YAYO ID #0826,1727 W LINCOLN AV,12,8/28/2019,MA
PALETERIA YAYO ID #0827,1727 W LINCOLN AV,12,8/28/2019,MA
PALETERIA YAYO ID #0828,1727 W LINCOLN AV,,8/28/2019,MA
PALETERIA YAYO ID #0830,1727 W LINCOLN AV,12,8/28/2019,MA
PALETERIA YAYO ID #0831,1727 W LINCOLN AV,12,7/29/2019,MA
PALETERIA YAYO ID #0832,1727 W LINCOLN AV,12,8/28/2019,MA
PALETERIA YAYO ID #0895,1727 W LINCOLN AV,12,8/28/2019,MA
PALOMINO BAR,2491 S SUPERIOR ST,14,11/14/2019,A
PANADERIA EL SOL DE MEXICO,1708 S MUSKEGO AV,8,12/3/2019,A
PANADERIA LOPEZ,1100 W HISTORIC MITCHELL ST,12,12/3/2019,A
PANDA EXPRESS,275 W WISCONSIN AV,4,11/2/2018,A
PANDA EXPRESS #2148,3606 S 27TH ST,13,7/18/2018,A
PANERA BREAD #1555,600 E OGDEN AV,3,8/21/2020,A
PANTRY 41 #12,1202 W HIGHLAND AV,4,8/26/2020,P
PANTRY 41 #27,405 S 27TH ST,8,7/15/2019,A
PANTRY 41 BP,3071 N 60TH ST,10,7/15/2020,A
PANTRY 41 BP (10507),1030 E NORTH AV,3,4/26/2019,Pending
PANTRY 41 BP (10507),1030 E NORTH AV,3,4/26/2019,A
PANTRY 41 BP/ RAZA LAUNDRY,1009 S 1ST ST,12,4/4/2019,A
PANTRY 41/CHESTER'S CHICKEN/KWIKEE GRILLE,405 N 27TH ST,,10/16/2019,A
PANTRY-C-TRIP,4057 N GREEN BAY AV,1,5/23/2019,A
PAPA JOHN'S PIZZA,7320 W CAPITOL DR,2,9/27/2018,A
PAPA JOHN'S PIZZA #2333,3264 S 27TH ST,11,5/28/2019,A
PAPA JOHN'S PIZZA #3143,1611 W WELLS ST,4,2/10/2020,A
PAPA JOHN'S PIZZA #857,3305 N OAKLAND AV,3,1/16/2020,T
PAPA JOHNS #1238,7320 W CAPITOL DR,2,1/7/2019,A
PAPA JOHNS #857,3305 N OAKLAND AV,3,1/15/2020,A
PAPA MURPHY'S,3027 S 60TH ST,11,11/15/2019,A
PAPA REDDS BBQ #26,4852 N 46TH ST,1,7/11/2019,MA
PAPARAZZI ICE CREAM SHOP,6235B   N TEUTONIA AV,1,10/3/2019,A
PAPAYA BOX,8340 W APPLETON AV,5,12/4/2019,A
PARKSIDE LIQUOR & GROCERY,2700 N MURRAY AV,3,7/31/2019,A
PASS DA PEAS,7870 W APPLETON AV,5,3/3/2020,A
PASS IT ON CLUB,6229 W FOREST HOME AV,11,8/26/2019,A
PASTELERIA AZTECA,123 W OKLAHOMA AV,14,12/19/2019,A
PASTICHE,411 E MASON ST,4,10/2/2019,A
PAUL'S LIQUOR,1600 W BECHER ST,12,12/11/2019,A
PAUL'S PETRO,3709 W VILLARD AV,1,7/31/2020,A
PAYLESS FOODS,1841 N 27TH ST,15,12/16/2019,A
PEDRO'S SOUTH AMERICAN FOOD- UNIQUE ID #0242,2730 N HUMBOLDT BL,,9/5/2019,MA
PENGUIN CART-MILWAUKEE COUNTY ZOO,10001 W BLUE MOUND RD,10,6/20/2019,A
PENNY SAVER,510 E VINE ST,6,7/6/2020,A
PENZMART,1225 W LINCOLN AV,12,2/26/2019,A
PEOPLE'S LOUNGE,3328 W BURLEIGH ST,7,2/21/2020,A
PEPPERPOT CATERINGMKE,4120 W CAPITOL DR,7,9/17/2019,A
PEPPERPOT CATERINGMKE (ID #0104),4120 W CAPITOL DR,7,6/11/2019,MA
PETE'S FRUIT MARKET,2323 N MARTIN L KING JR DR,6,9/3/2019,A
PETE'S MARKETPLACE,1400 S UNION ST,12,8/12/2020,A
PETE'S POPS,201 S 46TH ST,,9/19/2019,A
PETER SCIORTINO BAKERY,1101 E BRADY ST,3,10/15/2019,A
PETITT CENTER CONCESSIONS STAND,500 S 84TH ST,10,12/19/2019,A
PETRO MART,2341 S CHASE AV,14,5/8/2019,A
PETRO MART,7002 W CENTER ST,10,10/7/2019,A
PETRO MART (21396),702 W OKLAHOMA AV,14,7/13/2020,A
PETRO MART (28057),3425 W OKLAHOMA AV,11,9/6/2019,A
PETRO'S PIZZA,2912 S KINNICKINNIC AV,14,6/12/2018,A
PFISTER HOTEL & TOWER,424 E WISCONSIN AV,4,2/24/2020,A
PFISTER HOTEL & TOWER- BANQUET KITCHEN,424 W WISCONSIN AV,4,2/24/2020,A
PFISTER HOTEL & TOWER- BLU (CLASS B),424 W WISCONSIN AV,4,7/9/2019,A
PFISTER HOTEL & TOWER- CAFE,424 W WISCONSIN AV,4,2/24/2020,A
PFISTER HOTEL & TOWER- CLUB LOUNGE,424 W WISCONSIN AV,4,3/12/2019,A
PFISTER HOTEL & TOWER- MASON ST. GRILL,424 W WISCONSIN AV,4,6/20/2019,A
PHAN'S GARDEN,1923 W NATIONAL AV,12,11/14/2019,A
PHILLIPS 66 ON BRADLEY,6011 W BRADLEY RD,9,4/29/2019,A
PHILLIPS ON KK,2759 S KINNICKINNIC AV,14,4/5/2019,A
PHO 43,1814 N FARWELL AV,3,2/28/2019,A
PHO CALI RESTAURANT,4756 S 27TH ST,13,1/17/2020,P
PHO HAI TUYET I,204 W LAYTON AV,13,3/25/2019,A
PHO LOVERS,5430 N LOVERS LANE RD,5,1/18/2018,B
PICK 'N SAVE #6372,8151 W BLUE MOUND RD,0,1/27/2020,A
PICK 'N SAVE #6879,2355 S 35TH ST,8,9/6/2018,B
PICK N CHOOSE GROCERY,1904 W STATE ST,4,6/29/2020,A
PICK N SAVE #6365,5700 W CAPITOL DR,2,2/24/2020,A
PICK N SAVE #6418,7401 W GOOD HOPE RD,9,8/24/2020,A
PICK N SAVE #6682,1100 E GARFIELD AV,3,1/22/2020,A
PICK N SAVE #6845,3701 S 27TH ST,13,8/6/2019,A
PICK N SAVE #6868,605 E LYON ST,3,3/29/2019,A
PICK N SAVE #6868,605 E LYON ST,3,3/29/2019,A
PICK N SAVE #6878,250 W HOLT AV,14,4/23/2019,A
PICK N SAVE #6879,2355 N 35TH ST,15,1/24/2020,A
PIER 106,106 W WELLS ST,4,5/28/2019,T
PIETRO'S PIZZA,2912 S KINNICKINNIC AV,14,12/18/2019,A
PIGGLY WIGGLY SUPERMARKET #35,709 E CAPITOL DR,6,8/2/2019,P
PIGGLY WIGGLY SUPERMARKET #71,123 W OKLAHOMA AV,14,12/23/2019,A
PIGGLY WIGGLY SUPERMARKET #71,123 W OKLAHOMA AV,14,12/23/2019,A
PILIGRIM CATERING,8701 W FOND DU LAC AV,2,6/8/2018,A
PILL & PUFF,330 E KILBOURN AV,4,6/10/2020,A
PINK MOCHA CAFE & COFFE SHOP #054 SECTION #112`,201 S 46TH ST,,9/19/2019,A
PITA PALACE,789 W LAYTON AVE,13,7/16/2020,A
PITA PIT,2725 W OKLAHOMA AV,11,7/15/2019,T
PITA PIT (27909),231 E WISCONSIN AV,4,1/15/2020,A
PITA PIT (27909),231 E WISCONSIN AV,4,1/15/2020,A
PITA PIT- 26876,2224 N FARWELL AV,3,1/10/2020,A
PITA PIT- 28382,2735 W OKLAHOMA AV,14,5/22/2019,A
PITCH'S LOUNGE & RESTAURANT,1801 N HUMBOLDT AV,3,6/3/2019,A
PITCH'S LOUNGE & RESTAURANT,1801 N HUMBOLDT AV,3,6/3/2019,A
PITCH'S LOUNGE & RESTAURANT,1801 N HUMBOLDT AV,3,6/3/2019,A
PITCH'S LOUNGE & RESTAURANT,1801 N HUMBOLDT AV,3,6/3/2019,P
PIZANO'S PIZZA & PASTA,1154 N WATER ST,4,6/4/2019,A
PIZZA DI FAMIGLIA,2242 S KINNICKINNIC AV,14,4/23/2019,A
PIZZA HUT,2340 N FARWELL AV,3,10/15/2019,A
PIZZA HUT,5704 W CAPITOL DR,,12/4/2019,A
PIZZA HUT,3923 S 76TH ST,11,11/1/2019,A
PIZZA HUT,3555 S 27TH ST,13,10/24/2019,A
PIZZA HUT,1840 S 15TH ST,12,10/22/2019,A
PIZZA HUT,6807 W BROWN DEER RD,9,8/12/2019,A
PIZZA HUT #35672,10400 W SILVER SPRING DR,,12/17/2019,A
PIZZA HUT (13705),3131 S KINNICKINNIC AV,14,9/13/2019,A
PIZZA HUT- 4,7604 W BURLEIGH ST,5,8/31/2020,A
PIZZA MAN,2595 N DOWNER AV,3,2/20/2020,A
PIZZA PESTO (UNION BLDG. FOOD COURT) RESTAURANT OPERATIONS- UNIVERSITY OF WISCONSIN MILWAUKEE,2200 E KENWOOD BL,3,2/5/2020,A
PIZZA SHUTTLE,1827 N FARWELL AV,3,7/22/2019,A
PIZZA SHUTTLE- STORAGE,1845 N FARWELL AV #100,3,7/22/2019,A
PIZZA SHUTTLE- STORAGE,1845 N FARWELL AV #100,3,7/22/2019,P
PIZZERIA 3301,3301 W CANAL ST,8,7/30/2019,A
PIZZERIA PICCOLA-CONCOURSE C,5300 S HOWELL AV,13,5/31/2019,A
PIZZERIA SAN GIOGRIO,838 N OLD WORLD THIRD ST,4,12/9/2019,A
PIZZERIA SCOTTY,9809 W OKLAHOMA AV,0,5/29/2018,A
PK PANTRY,10707 W HAMPTON AV,5,9/5/2019,A
PLEASANT KAFE,1600 N JACKSON ST,3,1/25/2018,A
PLUM LOUNGE,780 N JEFFERSON ST,4,10/11/2019,A
PLUTO NILE,6542 W FOND DU LAC AV,,9/5/2019,A
POINT BURGER BAR (28161),10950 W GOOD HOPE RD,5,5/29/2019,A
POINT BURGER EXPRESS,322 W STATE ST,4,8/14/2019,A
POINTS EAST PUB,1501 N JACKSON ST,3,2/10/2020,A
POLINA'S LIQUOR,3179 N 35TH ST,7,9/18/2019,A
POPEYE'S CHICKEN,2399 W NORTH AV,15,8/27/2019,A
POPEYE'S CHICKEN (15193),7458 W APPLETON AV,2,1/22/2020,A
POPEYES (15411),7525 W GOOD HOPE RD,9,5/14/2019,A
POPEYES CHICKEN,6120 W SILVER SPRING DR,9,9/11/2019,A
POPEYES CHICKEN,207 E CAPITOL DR,6,12/17/2019,A
POPEYES CHICKEN,207 E CAPITOL DR,6,12/17/2019,A
POPEYES CHICKEN,2910 W CAPITOL DR,1,1/21/2020,A
POPEYES CHICKEN (15409),1567 W NATIONAL AV,12,2/11/2020,A
POPEYES LOUISIANA KITCHEN,4209 W GREENFIELD AV,8,7/1/2020,A
POPPA C'S FOOD MARKET,5022 W HAMPTON AV,1,1/2/2020,A
PORTABLE 300 MEZZ- COOKIE DOUGH CART,1111 N VEL R PHILLIPS AV,4,4/10/2019,Temporarily Closed
PORTABLE 300 UPPER N/W- POPCORN ID #0932,1111 N VEL R PHILLIPS AV,,12/19/2019,A
PORTLAND AUTHENTIC JAMAICAN CUISINE,8704 W BROWN DEER RD,,1/24/2020,A
POTBELLY SANDWICH SHOP,2239 N PROSPECT AV,3,8/27/2019,A
POTBELLY SANDWICH SHOP,2239 N PROSPECT AV,3,8/27/2019,A
POTBELLY SANDWICH SHOP,2239 N PROSPECT AV,3,8/27/2019,A
POTBELLY SANDWICH WORKS,135 W WISCONSIN AV,,8/19/2019,A
PRESS AU MARCHE #104,207 E BUFFALO ST #104,,1/13/2020,A
PRIDE FOOD,2101 W BROWN ST,15,7/1/2020,A
PRIME MINISTER,8949 N 97TH ST,9,8/2/2018,A
PRIME NOW LLC,4111 W MITCHELL ST,8,6/5/2019,A
PRINCE PETROLEUM,4811 N TEUTONIA AV,1,3/3/2020,A
PRODUCTION KITCHEN,1611 W CANAL ST,8,7/16/2019,A
PROGENY GROUP,8949 N 97TH ST,9,4/30/2019,A
PROOF PIZZA,139 E KILBOURN AV,,8/25/2020,A
PROSPECT CLARK,2200 N PROSPECT AV,3,7/31/2019,A
PUDDLER'S HALL,2461 S ST CLAIR ST,14,10/24/2019,A
PUEBLO FOODS & LIQUOR,2029 N HOLTON ST,6,3/5/2019,B
PUEBLO FOODS & LIQUOR,2029 N HOLTON ST,6,1/31/2020,P
PUPPY LOVE HOT DOGS #201,531 E KEEFE AV,5,9/15/2019,MT
PURPLE DOOR ICE CREAM,3536 W FOND DU LAC AV,,12/4/2019,P
Q.P.,2401 S HOWELL AV,14,1/27/2020,A
QDOBA MEXICAN EATS (1348),1348 E BRADY ST,3,8/28/2020,A
QDOBA MEXICAN GRILL,3103 N OAKLAND AV,3,1/21/2020,A
QDOBA MEXICAN GRILL,639 W LAYTON AV,13,4/12/2018,A
QDOBA MEXICAN GRILL,1150 N WATER ST,4,9/16/2019,A
QDOBA MEXICAN GRILL,275 W WISCONSIN AV,4,11/28/2018,A
QDOBA MEXICAN GRILL (23782),639 W LAYTON AV,13,7/30/2020,A
QDOBA MEXICAN GRILLE (21450),803 N 16TH ST,4,6/22/2020,A
QUALITY DISCOUNT,738 W HISTORIC MITCHELL ST,12,6/10/2020,A
QUALITY INN MILWAUKEE,5442 N LOVERS LANE RD,5,1/6/2020,A
QUALITY SUITES,4488 S 27TH ST,13,7/11/2019,A
QUICK FOOD MARKET,3833 W CENTER ST,15,10/21/2019,A
QUICK PICK,7405 W VILLARD AV,2,3/2/2020,A
